question,note,optionD,optionC,optionB,mark,count,optionF,questionid,subject,optionE,year,type,optionA,paperName,answer
安全生产管理工作应做到预防为主。下列对安全生产预防原理应用的说法，正确的是(        )。 ,,,本质安全化主要应用于小型设备设施上，对于大型项目，由于系统复杂，不可能得到应用,虽然存在诱发事故的因素，但并不一定会诱发事故，可不预防,0,,,2235,,,2016,单选题,安全生产的预防应以事故财产损失为衡量标准，对那些损失小的事故可投入较少资源,2016B500,C
列哪项不属于井下容易发生局部瓦斯积聚的地点(        )。,,,井底车场,顶板冒落空洞,0,3,,234,,,2012,单选题,采煤工作面上隅角,一通三防,C
开凿平硐、斜井、立井时，自井口到坚硬岩层之间的井巷必须砌碹，并向坚硬岩层内至少延深(        )m。,,,10,5,0,,,142,,,2012,单选题,3,开采安全,B
提升矿车的罐笼内必须装有阻车器。,,,,,0,1,,1355,,,2012,判断题,,机电运输,y
立井提升，专为升降物料用的提升钢丝绳，自悬挂时起12个月进行第1次检验，以后每隔(        )个月检验1次。,,,6,5,0,,,144,,,2012,单选题,3,机电运输,C
根据《安全生产法》的规定，因生产安全事故受到损害的从业人员，关于享有工伤保险和提起民事赔偿的说法，正确的是(        )。,,依法享有工伤保险，但应当首先向本单位提出民事赔偿,除依法享有工伤保险外，可以依照有关民事法律的规定向本单位提出赔偿,只能依照有关民事法律的规定向本单位提出赔偿,0,,,2124,,,2016,单选题,只能依法享有工伤保险补偿,2016B500,C
煤矿生产中产生的煤尘都具有爆炸危险性。,,,,,0,,,1208,,,2012,判断题,,一通三防,n
入井人员必须随身携带自救器、()和矿灯，严禁携带烟草和点火物品，严禁穿化纤衣服。,,信息卡,考勤卡,饭卡,0,,,2590,,,2017,单选题,标识卡,2017B500,A
井下用电缆不应悬挂在风管或水管上，不得遭受淋水。,,,,,0,,,1416,,,2012,判断题,,机电运输,y
依据法的效力解释，《安全生产法》的效力是依据哪种原则设置的 (        )。,,以上内容都不是,属人原则与属地原则相结合,属人原则,0,,,2129,,,2016,单选题,属地原则,2016B500,C
下山采区未形成完整的通风、排水等生产系统前，严禁掘进回采巷道。,,,,,0,,,2550,,,2017,判断题,,2017B500,y
矿井必须从采掘生产管理上采取措施，防止瓦斯积聚。,,,,,0,,,1219,,,2012,判断题,,一通三防,y
使用的矿用防爆型柴油动力装置，冷却水温度不得超过（）℃。,,,100,95,0,,,2671,,,2017,单选题,90,2017B500,B
严格控制采高，严禁采高大于支架的最大有效支护高度。当煤层变薄时，采高不得()支架的最小有效支护高度。,,限制,超过,小于,0,,,2611,,,2017,单选题,大于,2017B500,B
巷道运输时，机车行近(        )时，必须减速，并发出警号。,,前有车辆或视线受阻地段,坡度较大及噪声较大地段,弯道、巷道口,0,,,622,,,2012,多选题,道岔,机电运输,ABCD
独头巷道发生火灾，进行救援时的首选通风方法是(        ),,,停止局部通风机,开启局部通风机,0,,,452,,,2012,单选题,维持局部通风机原状,应急管理,A
对触电者的急救以下说法正确的是(        )。,,迅速判断伤情，对心搏骤停或心音微弱者，立即进行心肺复苏,用干净衣物包裹创面,迅速测量触电者体温,0,2,,752,,,2012,多选题,立即切断电源，或使触电者脱离电源,应急管理,ACD
采煤工作面刮板输送机必须安设能发出停止和启动信号的装置，发出信号点的间距不得超过15m。,,,,,0,,,1193,,,2012,判断题,,开采安全,y
煤矿领导未按规定带班下井，或者带班下井档案虚假的，责令改正，并对该煤矿处15万元的罚款，对违反规定的煤矿领导按照擅离职守处理，对煤矿主要负责人处(        )万元的罚款。,,,2,1,1,,,35,,,2012,单选题,0.5,安全管理,B
井下作业人员管理系统必须具有报警功能。,,,,,0,,,2514,,,2017,判断题,,2017B500,y
煤矿企业主要负责人必须参加具备相应资质的煤矿安全培训机构组织的安全资格证培训，并经考核合格取得安全资格证后，方可任职。,,,,,0,,,1590,,,2012,判断题,,法律法规,y
采用钢丝绳牵引带式输送机或钢丝绳芯带式输送机运送人员时，乘坐人员的间距不得小于(        )m。,,,4,3,0,,,121,,,2012,单选题,2,机电运输,C
生产经营单位将生产经营项目、场所、设备发包或者出租，是一种民事行为，生产经营单位可以自主决定。,,,,,1,,,1708,,,2016,判断题,,2016B500,n
高瓦斯矿井、煤<岩>与瓦斯<二氧化碳>突出矿井、瓦斯矿井中高瓦斯区的煤巷、半煤岩巷和有瓦斯涌出的岩巷掘进工作面正常工作的局部通风机必须采用“三专”供电。,,,,,0,,,1222,,,2012,判断题,,一通三防,y
《安全生产法》的立法宗旨是(        )。,,促进经济发展,保障人民群众生命和财产安全,防止和减少生产安全事故,0,,,2320,,促进经济社会持续健康发展,2016,多选题,为了加强安全生产工作,2016B500,A，B，C，E
《强化煤矿瓦斯防治十条规定》[国家安全生产监督管理总局令第82号]：煤矿必须建立瓦斯零超限目标管理制度。瓦斯超限必须停电撤人、分析原因、停产整改、追究责任。,,,,,0,,,1825,,,2016,判断题,,2016B500,y
"用人车运送人员时,乘车人员必须遵守的规定有（）。",,人体及所携带的工具严禁露出车外,严禁扒车、跳车,严禁超员乘坐,0,,,2822,,,2017,多选题,听从司机及跟车工的指挥,2017B500,"A,C,D"
生产经营单位发生生产安全事故或者较大涉险事故，其单位负责人接到事故信息报告后应当于2小时内报告事故发生地县级安全生产监督管理部门、煤矿安全监察分局。,改正：根据《生产安全事故信息报告和处置办法》规定是1小时。,,,,0,,,1846,,,2016,判断题,,2016B500,n
煤矿企业应查明矿区和矿井的水文地质条件，编制年度防治水计划，并组织实施.,,,,,0,,,1036,,,2012,判断题,,地质安全,y
井下爆炸材料库，贮存爆炸材料库房两端的通道与库房连接处必须设置齿形阻波墙。,,,,,0,,,1302,,,2012,判断题,,爆破安全,y
当系统显示井下某一区域瓦斯超限并有可能波及其他区域时，矿井有关人员应当按瓦斯事故应急救援预案切断瓦斯可能波及区域的电源,,,,,1,,,2451,,,2017,判断题,,2017B500,y
负有安全生产监督管理职责的部门，对涉及安全生产的事项需要审查批准或者验收的 ，必须严格依照有关法律、法规和国家标准或者行业标准规定的(        )进行审查。,,,安全生产形式和程序,安全生产条件和程序,1,,,2071,,,2016,单选题,安全生产条件和级别,2016B500,B
溜矸眼内的矸石必须经常放出，防止卡眼，但不得放空。(        )站在溜矸眼的矸石上作业。,,,采取措施后允许,允许,0,,,479,,,2012,单选题,严禁,开采安全,A
《山西省煤矿安全质量标准化》中机电安全质量标准化所要求的机电“四率”是指设备综合完好率和(        )。,,事故率,待修率,防爆率,0,,,2352,,,2016,多选题,检修率,2016B500,B，C，D
根据《煤矿重大安全生产隐患认定办法<试行>》之规定，改扩建矿井在非改扩建区域超出安全设计规定范围和规模生产的，属于煤矿重大安全生产隐患。,,,,,0,,,1641,,,2012,判断题,,法律法规,y
煤矿矿长或者其他主管人员拒不执行煤矿安全监察机构及其煤矿安全监察人员的安全监察指令的，给予警告；造成严重后果，构成犯罪的，依法追究刑事责任。,,,,,0,,,1552,,,2012,判断题,,法律法规,y
提升机过速保护装置的作用是，当提升速度超过最大速度(        )％时，必须能自动断电，并能使保险闸发生作用。,,,15,10,0,,,169,,,2012,单选题,5,机电运输,C
下列属于矿井透水征兆的有(        ),,底板鼓起或产生裂隙,顶板来压、片帮,空气变冷,0,2,,768,,,2012,多选题,煤层变湿、挂红、挂汗,地质安全,ABCD
《山西省煤矿安全质量标准化标准》中通风专业标准要求矿井应按《煤矿安全规程》等规定测定煤层的瓦斯参数，并按相关规定进行瓦斯等级鉴定。,,,,,0,1,,1840,,,2016,判断题,,2016B500,y
县级以上地方各级人民政府负责安全生产监督管理的部门应当定期统计分析本行政区域内发生生产安全事故的情况，并定期向内部发布。,,,,,0,,,1697,,,2016,判断题,,2016B500,y
被筒炸药具有较高的安全性能和威力大的特点。,,,,,0,,,1325,,,2012,判断题,,爆破安全,n
由坚硬岩层组成的顶板，顶板的初次垮落步距较小。,,,,,0,,,1157,,,2012,判断题,,开采安全,n
用人单位对不适宜继续从事原工作的职业病病人，应当调离原岗位，并妥善安置。,,,,,0,,,1496,,,2012,判断题,,职业防护,y
在提升速度大于3m／s的立井提升系统中，必须设防撞梁和托罐装置。,,,,,0,,,1359,,,2012,判断题,,机电运输,y
按照《煤矿安全规程》规定，在用绳的定期检验可以只做每根钢丝的拉断和弯曲这两种试验。（）,,,,,0,,,2467,,,2017,判断题,,2017B500,y
井下爆炸材料库的炸药和电雷管必须分开贮存.,,,,,0,,,1304,,,2012,判断题,,爆破安全,y
井下巷道内的电缆，沿线每隔一定距离，在拐弯或分支点以及连接不同直径电缆的接线盒两端、穿墙电缆的墙的两边都应设置注有(        )的标志牌，以便识别。,,截面,电压,用途,0,,,595,,,2012,多选题,编号,机电运输,ABCD
《安全生产法》规定：生产经营单位应当制定本单位生产安全事故应急救援预案，与所在地县级以上地方人民政府组织制定的生产安全事故应急救援预案相衔接，并定期组织演练。,,,,,0,,,1800,,,2016,判断题,,2016B500,y
生产经营单位必须执行依法制定的保障安全生产的(        )标准。,,企业,行业,地方,0,3,,2324,,合同,2016,多选题,国家,2016B500,A，C
对发生事故而没有煤矿领导带班下井的煤矿，依法责令停产整顿，暂扣或者吊销煤炭生产许可证和煤矿安全生产许可证，并依照《煤矿领导带班下井及安全监督检查规定》进行罚款。,,,,,0,,,1681,,,2012,判断题,,法律法规,y
爆破作业说明书中的炮眼布置图必须标明采煤工作面的高度和打眼范围或掘进工作面的巷道断面尺寸，以及炮眼的(        )及炮眼编号。,,角度,深度,个数,0,,,859,,,2012,多选题,位置,爆破安全,ABCD
必须安装2套同等能力的主要通风机装置，其中1套作备用，生产矿井现有的2套不同能力的主要通风机，在满足生产要求时，可继续使用。（）,新规程取消此规定,,,,0,,,2496,,,2017,判断题,,2017B500,n
生产矿井采用钢丝绳牵引带式输送机运输时，制动装置应当具备手动和自动双重制动功能。（）,,,,,0,,,2477,,,2017,判断题,,2017B500,y
陷落柱对煤矿安全生产不会造成影响。,,,,,0,,,1091,,,2012,判断题,,地质安全,n
开采底板有承压含水层的煤层，应制定专项安全技术措施，由煤矿企业技术负责人审批。,,,,,0,,,1052,,,2012,判断题,,地质安全,n
专为升降物料用的钢丝绳在一个捻距内断丝断面积与钢丝总断面积之比，达到5％时必须更换。（）,10%,,,,0,,,2473,,,2017,判断题,,2017B500,n
在每年雨季之前，必须对矿井主排水系统全部工作水泵和备用水泵进行1次联合排水试验，提交联合排水试验报告。（）,,,,,0,,,2504,,,2017,判断题,,2017B500,y
依据《安全生产法》，生产经营单位与从业人员订立协议，免除或者减轻其对从业人员因生产安全事故伤亡依法应承担的责任的，该协议无效;对生产经营单位(        )。,,主要负责人个人经营的投资人给予罚款处罚,责令限期改正,责令停产整顿,0,,,2147,,,2016,单选题,责令停止生产,2016B500,D
按照《煤矿安全规程》要求，下列地点中的(        )应单独装设局部接地极。,,采区变电所(包括移动变电站和移动变压器),装有电气设备的硐室和单独装设的高压电气设备,连接高压动力电缆的金属连接装置,0,2,,776,,,2012,多选题,每一台电压在36V以上的电气设备,机电运输,BCD
从业人员有权对本单位安全生产工作中存在的问题提出批评、检举、控告。,,,,,1,,,1705,,,2016,判断题,,2016B500,y
《煤矿安全规程》第五十一条规定：采煤工作面的伞檐不得超过作业规程的规定，不得任意丢失(        )，工作面的浮煤必须清理干净。,,碎石,矸石,底煤,1,,,628,,,2012,多选题,顶煤,开采安全,AB
